id,new_keyword,old_keyword
15302,portable monitor testing,portable monitor testing
11045,portable monitoring,portable monitoring
14270,portable monitoring device,portable monitoring device
14270,portable monitoring device,portable monitoring devices
15274,portable monitoring of respiratory parameter,portable monitoring of respiratory parameters
11046,portable overnight pulse oximeter,portable overnight pulse oximeter
14147,portable polysomnography,portable polysomnography
11047,portable recording,portable recording
11048,portable recording device,portable recording device
11049,portable recording of respiratory variable,portable recording of respiratory variables
11050,portable recording systems,portable recording systems
14099,portable respiratory monitoring,portable respiratory monitoring
11051,portable respiratory recording device,portable respiratory recording device
11052,portable screening device,portable screening device
11053,portable sleep apnea monitoring device,portable sleep apnea monitoring device
11054,portable sleep monitoring,portable sleep monitoring
11055,portable sleep study,portable sleep studies
11055,portable sleep study,portable sleep study
11056,portable somnograph,portable somnograph
11057,portable system,portable system
11058,portable testing,portable testing
11059,portal hypertension,portal hypertension
11060,portapres,portapres
11061,portapress,portapress
11062,portopulmonary hypertension,portopulmonary hypertension
11063,portuguese journal of pulmonology,portuguese journal of pulmonology
11064,pose estimation,pose estimation
14300,pose recognition,pose recognition
11065,position,position
11066,position change,position changes
11067,position dependant sleep apnea,position dependant sleep apnea
11068,position dependence,position dependence
11069,position dependency,position dependency
11070,position paper,position paper
11071,position sensor,position sensor
11072,positional,positional
11073,positional anterior active rhinomanometry,positional anterior active rhinomanometry
11074,positional apnea,positional apnea
11075,positional dependence,positional dependence
11076,positional dependency,positional dependency
11077,positional hypoxaemia,positional hypoxaemia
15013,positional obstructive sleep apnea,positional obstructive sleep apnea
15013,positional obstructive sleep apnea,positional osa
11078,positional sensor,positional sensor
15077,positional sleep apnea,positional sleep apnea
14181,positional sleep apnea and snoring,positional sleep apnea and snoring
11079,positional sleep apnoea,positional sleep apnoea
11080,positional therapy,positional therapy
11081,positional treatment,positional treatment
11081,positional treatment,position-dependent
11082,position-dependent obstructive sleep apnea,position-dependent obstructive sleep apnea
11083,positioner,positioner
11084,positioning,positioning
11085,positive air pressure,positive air pressure
11086,positive airway pressure,positive airway pressure
15019,positive airway pressure therapy,positive airway pressure therapy
11087,positive airway pressure titration,positive airway pressure titration
11088,positive airway pressure treatment,positive airway pressure treatment
11089,positive airway pressure ventilation,positive airway pressure ventilation
10433,positive airways pressure therapy,pap-therapy
11090,positive and expiratory pressure,positive and expiratory pressure
11091,positive continuous airway pressure therapy,positive continuous airway pressure therapy
11092,positive energy balance,positive energy balance
11093,positive likelihood ratio,positive likelihood ratio
14285,positive pressure breathing,positive pressure breathing
14285,positive pressure breathing,positive pressure breaths
14285,positive pressure breathing,positive pressure respiration
14285,positive pressure breathing,positive-pressure-respiration
14285,positive pressure breathing,positive-pressure breathing
14285,positive pressure breathing,positive-pressure respiration
11095,positive pressure respiration/adverse effects,positive-pressure respiration/adverse effects
11094,positive pressure therapy,positive-pressure therapy
11094,positive pressure therapy,positive pressure therapy
14517,positive pressure ventilation,positive pressure ventilation
14517,positive pressure ventilation,positive-pressure ventilation
11096,positivism,positivism
11097,positron emission tomography,positron emission tomography
15236,possitive pressure variability,possitive pressure variability
11098,post menopausal women,post menopausal women
11099,post menopause,post menopause
15244,post operative bleeding,post operative bleedings
11100,post operative complication,post operative complications
11101,post sigh apnea,post sigh apnea
11102,post tonsillectomy bleeding,post tonsillectomy bleeding
11103,post tonsillectomy pain,post tonsillectomy pain
14422,post uppp treatment,post uppp treatment
14066,post-adenotonsillectomy complication,post-adenotonsillectomy complication
15596,postanesthesia recovery,postanesthesia recovery
11104,postapneic blood pressure rise,postapneic blood pressure rise
11105,postcordotomy apnea,postcordotomy apnea
11106,postcricoid hemangioma,postcricoid hemangioma
14639,post-critical analysis,post-critical analysis
11107,post-discharge mortality,post-discharge mortality
10494,posterior airway space,posterior airway space
10494,posterior airway space,pas
11108,posterior cingulate cortex,posterior cingulate cortex
11109,posterior cranial vault remodeling,posterior cranial vault remodeling
11110,posterior cricoarytenoid,posterior cricoarytenoid
11111,posterior crossbite,posterior crossbite
11112,posterior fossa,posterior fossa
14335,posterior fossa decompression,posterior fossa decompression
11113,posterior fossa surgery,posterior fossa surgery
11114,posterior leukoencephalopathy syndrome,posterior leukoencephalopathy syndrome
11115,posterior parietal cortex,posterior parietal cortex
11116,posterior pharyngeal wall transplantation,posterior pharyngeal wall transplantation
11117,posterior rhinomanometry,posterior rhinomanometry
11118,posterior stroke,posterior stroke
11119,posterior vault distraction,posterior vault distraction
11120,postero-anterior cephalometry,postero-anterior cephalometry
14102,post-error slowing,post-error slowing
11121,postextubation in preterm infant,postextubation in preterm infants
11122,posthypoxia,posthypoxia
15526,postictal generalized eeg suppression,postictal generalized eeg suppression
11123,post-infarction cardiosclerosis,post-infarction cardiosclerosis
11124,post-inspiratory inspiratory activity,post-inspiratory inspiratory activity
11125,postmenopausal,postmenopausal
11125,postmenopausal,post-menopausal
11126,postmenopausal syndrome,postmenopausal syndrome
14151,postmenopausal women,postmenopausal women
11127,postmenopause,postmenopause
11128,postmortem,postmortem
14812,postnasal-drip syndrome,postnasal-drip syndrome
11129,postnatal age,postnatal age
11130,postnatal development,postnatal development
11131,postnatal period,postnatal period
11132,postnatal risk factor,postnatal risk factors
14332,postop analgesia,postop analgesia
11133,post-op complication,post-op complications
14748,postoperative,postoperative
14748,postoperative,post-operative
11134,postoperative analgesia,postoperative analgesia
11135,postoperative atrial fibrillation,postoperative atrial fibrillation
11136,postoperative bleeding,postoperative bleeding
11137,postoperative breathing difficulty,postoperative breathing difficulties
13948,postoperative care,postoperative care
11138,postoperative complica,postoperative complica
11139,postoperative complication,postoperative complication
11139,postoperative complication,post-operative complication
11139,postoperative complication,postoperative complications
11139,postoperative complication,post-operative complications
11140,postoperative continuous positive airway pressure treatment,postoperative cpap treatment
11141,postoperative hemorrhage,postoperative hemorrhage
11142,postoperative hypoxemia,postoperative hypoxemia
15384,postoperative management,postoperative management
11143,postoperative monitoring,postoperative monitoring
14979,postoperative nausea and vomiting,postoperative nausea and vomiting
14979,postoperative nausea and vomiting,ponv
11144,postoperative outcome,postoperative outcome
11144,postoperative outcome,postoperative outcomes
11145,postoperative pain,postoperative pain
11145,postoperative pain,post-operative pain
11146,postoperative patient-controlled analgesia,postoperative patient-controlled analgesia
11147,postoperative period,postoperative period
11147,postoperative period,post-operative period
11148,postoperative pulmonary complication,postoperative pulmonary complication
11148,postoperative pulmonary complication,postoperative respiratory complications
11149,postoperative quality of life,postoperative quality of life
11150,postoperative respiratory compromise,postoperative respiratory compromise
14081,postoperative result,postoperative results
15214,postpartum,postpartum
15214,postpartum,post-partum
11151,postpartum depression,postpartum depression
11152,post-polio syndrome,post-polio syndrome
11153,post-poliomyelitis syndrome,post-poliomyelitis syndrome
11154,postprandial,postprandial
11155,postprandial hyperglycemia,postprandial hyperglycemia
11156,postsigh apneas,postsigh apneas
11157,postsurgery follow-up,post-surgery follow-up
11158,postsurgical evaluation,postsurgical evaluation
11159,postsurgical pain,postsurgical pain
15498,postsynaptic d2-receptor,postsynaptic d2-receptor
11160,postsynaptic inhibition,postsynaptic inhibition
11161,post-tonsillectomy bleeding,post-tonsillectomy bleeding
11162,posttonsillectomy pain,posttonsillectomy pain
11162,posttonsillectomy pain,post-tonsillectomy pain
11163,posttranslational proteolytic processing,posttranslational proteolytic processing
11164,post-transplantation lymphoproliferative disorder,post-transplantation lymphoproliferative disorder
11165,posttraumatic stress disorder,posttraumatic stress disorder
11165,posttraumatic stress disorder,post-traumatic stress disorder
11165,posttraumatic stress disorder,post-traumatic stress disorders
11490,post-traumatic stress disorder,ptsd
11166,posttraumatic stress order,posttraumatic stress order
15144,postural apnea hypopnea index,postural ahi
15403,postural hypotension,postural hypotension
15174,posture,posture
11167,posture during sleeping,posture during sleeping
11168,posztoperatv komplikci,posztoperatv komplikci
11169,potassium,potassium
11170,potassium channel,potassium channel
11170,potassium channel,potassium-channel
11171,potency,potency
11172,potential risk factor,potential risk factors
11173,potocki-lupski syndrome,potocki-lupski syndrome
11174,potomania,potomania
11175,powell-beale restart,powell-beale restarts
11176,powell-riley protocol,powell-riley protocol
11177,power analysis,power analysis
11178,power ratio,power ratio
11179,power spectral analysis,power spectra analysis
11179,power spectral analysis,power spectral analysis
11179,power spectral analysis,power spectrum analysis
15602,power spectral density,power spectral density
13996,power spectral density analysis,power spectral density analysis
15354,power spectrum,power spectrum
11180,power-assisted,power-assisted
11181,power-assisted adenoidectomy,power-assisted adenoidectomy
15376,power-assisted partial adenoidectomy,power-assisted partial adenoidectomy
14088,powered,powered
11182,powered instrumentation,powered instrumentation
11183,powered intracapsular tonsillectomy and adenoidectomy,powered intracapsular tonsillectomy and adenoidectomy
11184,ppar,ppar-
11185,ppar gamma,ppar gamma
11186,ppargc1b,ppargc1b
11187,pp-galnac-t2,pp-galnac-t2
14932,practice,practice
11188,practice framework,practice framework
11189,practice guidelines,practice guidelines
11190,practice parameter,practice parameters
11191,practice pattern,practice pattern
11191,practice pattern,practice patterns
15012,practice study,practice study
11192,practice variation,practice variation
14289,practice-based research,practice-based research
11193,prader willi syndrome,prader willi syndrome
11193,prader willi syndrome,prader-willi
11193,prader willi syndrome,prader-willi syndrome
11193,prader willi syndrome,prader-willi- syndrome
11581,prader-willi syndrome,pws
11194,pragmatic trial,pragmatic trial
11195,pramipexole,pramipexole
11196,pranlukast,pranlukast
11198,preadolescent children,preadolescent children
11199,prealbumin,prealbumin
11200,preanaesthetic visit,preanaesthetic visit
11201,prebtzinger,prebtzinger
11201,prebtzinger,pre-btzinger
11202,prebtzinger complex,prebtzinger complex
11202,prebtzinger complex,pre-btzinger complex
14813,precedex,precedex
11203,precision,precision
11204,precocious puberty,precocious puberty
14542,preconditioning,preconditioning
11205,precuneus,precuneus
11206,prediabetes,prediabetes
11206,prediabetes,pre-diabetes
11207,prediagnosis,pre-diagnosis
15533,prediction,prediction
11208,prediction formula,prediction formula
11209,prediction model,prediction model
11209,prediction model,prediction models
14601,prediction study,prediction study
11210,predictive factor,predictive factors
11211,predictive formula,predictive formula
11212,predictive mathematical modeling,predictive mathematical modeling
15561,predictive model,predictive model
11213,predictive value,predictive value
11214,predictive value of test,predictive value of tests
11215,predictor,predictor
11215,predictor,predictors
14981,predictors of mortality,predictors of mortality
11216,predictors of outcome,predictors of outcome
11217,predictors of sleep desaturation,predictors of sleep desaturation
11218,predisposing condition,predisposing condition
11219,predisposition,predisposition
11220,preeclampsia,preeclampsia
11220,preeclampsia,pre-eclampsia
11221,preemptive analgesia,preemptive analgesia
11222,preepiglottic baton plate,preepiglottic baton plate
11223,pre-existing angina,pre-existing angina
11224,prefabricated thermoplastic material,prefabricated thermoplastic material
11225,preference,preferences
11226,preferential crystallization,preferential crystallization
11227,prefrontal cortex,prefrontal cortex
11228,pregabalin,pregabalin
11229,pregabalin-complication,pregabalin - complications
11230,pregnancy,pregnancy
11231,pregnancy outcome,pregnancy outcome
11232,pregnancy rhinitis,pregnancy rhinitis
11233,pregnancy-induced hypertension,pregnancy-induced hypertension
11234,pregnant,pregnant
14562,pregnant female,pregnant females
11235,prehypertension,prehypertension
11236,pre-inspiratory potential,pre-inspiratory potentials
11237,preload,preload
14798,premature,premature
14798,premature,prematures
11238,premature beat,premature beats
11239,premature infant,premature infant
11239,premature infant,premature infants
14388,premature supraventricular contraction,premature supraventricular contraction
14902,premature ventricular complex,premature ventricular complexes
10022,prematurity,prematurity
10022,prematurity,of prematurity
11240,premedication,premedication
11241,premenopausal,premenopausal
11242,premenopausal women,premenopausal women
11242,premenopausal women,pre-menopausal women
11243,premenopause,premenopause
11244,premenstrual complaint,premenstrual complaints
14111,premotor parkinson disease,premotor parkinson disease
11245,prenatal and perinatal risk factor,prenatal and perinatal risk factors
11246,preoperative,preoperative
14657,preoperative assessment,preoperative assessment
11247,preoperative care,preoperative care
11247,preoperative care,pre-operative care
14276,preoperative characteristics,preoperative characteristics
11248,preoperative complications screening,preoperative complications screening
14351,preoperative embolization,preoperative embolization
11249,preoperative evaluation,preoperative evaluation
14910,preoperative investigation,preoperative investigation
11250,preoperative respiration,preoperative respiration
11251,preoperative screening,preoperative screening
11252,preoperative work-up,preoperative work-up
11253,preoptic hypothalamus,preoptic hypothalamus
11254,preparative hplc,preparative hplc
14120,preperitoneal fat,preperitoneal fat
11255,prepubertal children,prepubertal children
14406,preschool,preschool
14564,preschool age,preschool age
11256,preschool aged children,preschool aged children
11256,preschool aged children,preschool child
11256,preschool aged children,preschool children
11256,preschool aged children,preschool-age children
14006,preschooler,preschoolers
11258,prescription,prescriptions
11257,prescription pattern,prescription pattern
15002,presenteeism,presenteeism
11259,preservative treatment,preservative treatment
11260,preserved ejection fraction,preserved ejection fraction
11261,pression positive continue,pression positive continue
11262,pressor response,pressor response
11263,pressoreceptor,pressoreceptors
11264,pressure,pressure
11265,pressure airflow relationship,pressure airflow relationships
11266,pressure bed sensor,pressure bed sensor
11267,pressure cannula,pressure cannula
11268,pressure change,pressure change
11269,pressure compliance,pressure compliance
11270,pressure distribution,pressure distribution
11271,pressure drop,pressure drop
11272,pressure examination,pressure examination
15422,pressure garment,pressure garments
11273,pressure intolerance,pressure intolerance
14015,pressure levels,pressure levels
11274,pressure manometry,pressure manometry
11275,pressure measurement,pressure measurement
11275,pressure measurement,pressure measurements
11276,pressure measurements during sleeep,pressure measurements during sleeep
15496,pressure monitoring,pressure monitoring
11277,pressure oscillation,pressure oscillations
14588,pressure recording,pressure recording
11278,pressure reduction,pressure reduction
11279,pressure release continuous positive airway pressure,pressure release cpap
11280,pressure relief,pressure relief
11281,pressure sensor,pressure sensor
14177,pressure sensor array,pressure sensor array
11282,pressure setting,pressure settings
11283,pressure sore,pressure sore
11284,pressure support,pressure support
11285,pressure support ventilation,pressure support ventilation
11286,pressure titration,pressure titration
14156,pressure transducer,pressure transducer
14156,pressure transducer,pressure transducers
11287,pressure-flow curve,pressure-flow curve
11288,pressure-flow relationship,pressure-flow relationship
11288,pressure-flow relationship,pressure-flow relationships
11289,pressure-volume loop,pressure-volume loop
11570,pressure-volume properties,pv properties
11571,pressure-volume properties upper airway,pv properties upper airways
14804,pressure-volume relation,pressure-volume relation
14804,pressure-volume relation,pressure-volume-relation
11576,pressure-volume temperature,pvt
11577,pressure-volume temperature performance,pvt performance
11290,pressure-wave reflection analysis,pressure-wave reflection analysis
14536,prestress,prestress
14623,pre-surgical assessment,pre-surgical assessment
11197,presurgical control and postsurgical control,pre- and postsurgical controls
11291,presynaptic dopamine transporter,presynaptic dopamine transporter
11292,preteenaged children,preteenaged children
11293,preterm,preterm
11293,preterm,preterms
11294,preterm birth,preterm birth
11295,preterm infant,preterm infant
11295,preterm infant,pre-term infants
11296,preterm neonates,preterm neonates
14074,preterm newborn,preterm newborn
14074,preterm newborn,preterm babies
11297,pretest probability,pretest probability
11298,pretraining,pre-training
11299,prevalence,prevalence
11300,prevalence in cardiologic rehabilitation,prevalence in cardiologic rehabilitation
11301,prevalence odds ratio,prevalence odds ratio
13999,prevalence of obstructive sleep apnea,prevalence of obstructive sleep apnea
11302,prevalence of sleep apnea syndrome,prevalence of sleep apnea syndrome
11303,prevalence of snoring,prevalence of snoring
15518,prevalence primary care,prevalence primary care
11304,prevalence study,prevalence studies
11305,prevelant,prevelant
11306,preventable adverse drug event,preventable adverse drug events
11307,prevention,prevention
11308,prevention and control,prevention and control
11309,prevention of hypoxia,prevention of hypoxia
15175,prevention of obstructive sleep apnea syndrome,prevention of obstructive sleep apnea syndrome
11310,preventive cardiology,preventive cardiology
11311,preventive care,preventive care
11312,preventive management,preventive management
11313,preventive medicine,preventive medicine
11314,preventive strategy,preventive strategies
11315,preventive treatment,preventive treatment
14439,prevotella,prevotella
14333,priapism,priapism
11316,primary al amyloidosis,primary al amyloidosis
11317,primary aldosteronism,primary aldosteronism
11318,primary alveolar hypoventilation,primary alveolar hypoventilation
11319,primary care,primary care
11320,primary care and obstructive sleep apnea,primary care and obstructive sleep apnea
15123,primary care clinician,primary care clinician
15465,primary care medicine,primary care medicine
11321,primary care otolaryngology,primary care otolaryngology
11322,primary care patient,primary care patients
14706,primary care physician,primary care physician
14706,primary care physician,primary care physicians
14475,primary care physician survey,primary care physician survey
15003,primary care provider,primary care provider
11323,primary ciliary dyskinesia,primary ciliary dyskinesia
11324,primary generalized epilepsy,primary generalized epilepsy
11325,primary health care,primary health care
11326,primary hyperaldosteronism,primary hyperaldosteronism
14168,primary hypothyroidism,primary hypothyroidism
11327,primary insomnia,primary insomnia
15383,primary nocturnal enuresis,primary nocturnal enuresis
11328,primary open angle glaucoma,primary open angle glaucoma
11328,primary open angle glaucoma,primary open-angle glaucoma
11329,primary prevention,primary prevention
14460,primary pulmonary hypertension,primary pulmonary hypertension
11330,primary screening,primary screening
11331,primary sjogren syndrome,primary sjogren syndrome
13954,primary sleep disorder,primary sleep disorder
11332,primary snoring,primary snoring
11333,primaryautonomicfailure,primaryautonomicfailure
11334,primitive extraction,primitive extraction
14054,primitive reflexes,primitive reflexes
11335,principal component analysis,principal component analysis
11336,principal components analysis,principal components analysis
11337,printer,printers
11338,prior sinus surgery,prior sinus surgery
11339,prison,prison
11340,prisoner,prisoner
11341,prisoners of war,prisoners of war
15579,prisons,prisons
11342,private cloud computing,private cloud computing
14701,private road transport,private road transport
14337,proactive therapy,proactive therapy
15183,probabilistic neural network,probabilistic neural network
14407,probability analysis,probability analysis
11343,probable restless legs syndrome,probable restless legs syndrome
14055,proband,proband
11344,proband sampling,proband sampling
11345,probrain natriuretic peptide,probrain natriuretic peptide
11346,procam scale,procam scale
11347,procedural,procedural
11348,procedural sedation,procedural sedation
11349,procedural skill learning,procedural skill learning
14418,processing speed,processing speed
11350,procoagulants,procoagulants
11351,procollagen 3 peptide,procollagen iii
11351,procollagen 3 peptide,procollagen iii peptide
11352,proconvulsive assessment,proconvulsive assessment
11353,productivity,productivity
13955,professional collaboration,professional collaboration
11354,professional competence,professional competence
14943,professional driver,professional drivers
15311,professional driving,professional driving
11355,professional pharmacy service,professional pharmacy services
14684,profile of mood states,poms
15444,profiling,profiling
11356,profilogram,profilogram
11357,progenitor cell,progenitor cells
11358,progenitor endothelial cell,progenitor endothelial cells
11359,progesterone,progest erone
11359,progesterone,progesterone
14527,progestin,progestin
14790,prognosis,prognosis
11360,prognostic factor,prognostic factors
11361,prognostic factor in children obstructive sleep apnoea syndrome,prognostic factors in children obstructive sleep apnoea syndrome
11362,progress,progress
11363,progression,progression
11364,progression of apnea,progression of apnea
11365,progressive anarthria,progressive anarthria
10432,progressive ataxia and pt,progressive ataxia and pt
10432,progressive ataxia and pt,papt
11366,progressive augmentation,progressive augmentation
11367,progressive autonomic failure,progressive autonomic failure
14057,progressive muscle relaxation,progressive muscle relaxation
13942,progressive supranuclear palsy,progressive supranuclear palsy
13942,progressive supranuclear palsy,psp
14733,proinflammatory cytokines,proinflammatory cytokines
14733,proinflammatory cytokines,pro-inflammatory cytokines
11368,prok2,prok2
11369,prolactin,prolactin
11370,prolactin secretory rates,prolactin secretory rates
11371,prolactinoma,prolactinoma
11372,proliferation,proliferation
14256,proliferative diabetic retinopathy,proliferative diabetic retinopathy
14654,prolonged apnea,prolonged apnoea
11373,prolonged mechanical ventilation,prolonged mechanical ventilation
11374,prolonged qtinfc/inf interval,prolonged qtinfc/inf interval
11375,prolyl hydroxylase domain,prolyl hydroxylase domain
14389,promethazine,promethazine
11376,prominent eye,prominent eyes
11377,promoter region,promoter regions
11378,prone,prone
14857,prone positioning,prone position
14857,prone positioning,prone positioning
11379,prone sleep position,prone sleep position
11380,prone sleeping,prone sleeping
11381,proof study,proof study
11382,prophylactic treatment,prophylactic treatment
11383,prophylaxis,prophylaxis
11384,propofol,propofol
11385,propofol anesthesia,propofol anesthesia
11386,proportional assist ventilation,proportional assist ventilation
15272,proportional odds logistic regression,proportional odds logistic regression
11387,propotional positive airway pressure,propotional positive airway pressure
14579,propoxyphene,propoxyphene
11388,propranolol,propranolol
14194,proptosis,proptosis
11389,prorenin,prorenin
11390,prospective,prospective
14954,prospective case series,prospective case series
11391,prospective cohort,prospective cohort
11392,prospective cohort study,prospective cohort study
11393,prospective evaluation,prospective evaluation
15592,prospective followup,prospective followup
14765,prospective link,prospective link
11394,prospective observational study,prospective observational study
11395,prospective randomised study,prospective randomised study
11396,prospective randomized study,prospective randomized study
11397,prospective series,prospective series
11398,prospective study,prospective studies
11398,prospective study,prospective study
11399,prospective survey,prospective survey
11400,prostacyclin,prostacyclin
11401,prostaglandin,prostaglandin
11401,prostaglandin,prostaglandins
10739,prostaglandin d2,pgd 2
13949,prostanoid,prostanoid
13949,prostanoid,prostanoids
11402,prostate,prostate
14370,prostate cancer,prostate cancer
14007,prostatic hyperplasia,prostatic hyperplasia
11403,prostatism,prostatism
11404,prostatism/epidemiology,prostatism/epidemiology
11405,prosthesis,prosthesis
11406,prosthetic mandibular advancement,prosthetic mandibular advancement
11407,prosthetic prototype,prosthetic prototypes
14199,protease inhibitor,protease inhibitor
15127,proteasome,proteasome
14741,protective mask,protective mask
11408,protein,protein
11408,protein,proteins
11409,protein c,protein c
11410,protein expression,protein expression
11411,protein glycation,protein glycation
11412,protein kinase b,protein kinase b
15223,protein kinase c,protein kinase c
11413,protein kinase g,protein kinase g
11414,protein oxidation,protein oxidation
11415,protein phosphatase 1,protein phosphatase 1
11416,protein phosphorylation,protein phosphorylation
11417,protein-gene peptide 95,protein-gene peptide 95
11418,protein-losing enteropathy,protein-losing enteropathy
14481,protein-protein interaction network,protein-protein interaction network
11419,proteinuria,proteinuria
11420,proteomic,proteomic
11420,proteomic,proteomics
15342,prothesis,prothesis
15046,prothrombin fragments 1 and 2,prothrombin fragments 1 and 2
11421,prothrombotic,prothrombotic
11422,proton magnetic resonance spectroscopy,proton magnetic resonance spectroscopy
11423,proton pump inhibitor,proton pump inhibitor
11423,proton pump inhibitor,proton pump inhibitors
11423,proton pump inhibitor,protonpump inhibitors
11423,proton pump inhibitor,proton-pump inhibitors
11424,proton pump inhibitor therapy,proton pump inhibitor therapy
14499,protrusion,protrusion
15356,provent,provent
14465,provider attitude,provider attitudes
10567,providing value in ambulatory anesthesia,pdnv
11425,provision of service,provision of service
15505,proximal anchoring area,proximal anchoring area
11426,proxy,proxy
15459,proxy rating,proxy ratings
13965,proxy sleep apnea symptom,proxy sleep apnea symptoms
15069,psd estimation,psd estimation
11427,p-selectin,p-selectin
11428,pseudo cholinesterase,pseudo cholinesterase
11429,pseudoadrenal tumour,pseudoadrenal tumor
11430,pseudo-continuous arterial spin labeling,pseudo-continuous arterial spin labeling
11431,pseudo-cushing syndrome,pseudo-cushing syndrome
11432,pseudoephedrine,pseudoephedrine
11433,pseudohypertension,pseudohypertension
14382,pseudohypoparathyroidism type 1a,pseudohypoparathyroidism type 1a
15096,pseudolymphoma,pseudolymphoma
11434,pseudopheochromocytoma,pseudopheochromocytoma
11435,pseudorandom binary stimulation,pseudorandom binary stimulation
11436,pseudo-rem behavior disorder,pseudo-rbd
11437,pseudoresistance,pseudoresistance
11438,pseudoseizures,pseudoseizures
11439,pseudotumor cerebri,pseudotumor cerebri
11440,psoriasis,psoriasis
15550,psoriatic arthritis,psoriatic arthritis
14935,psychiatric,psychiatric
11441,psychiatric comorbidity,psychiatric comorbidities
11441,psychiatric comorbidity,psychiatric comorbidity
11442,psychiatric complication,psychiatric complications
15255,psychiatric disorder,psychiatric disorder
15255,psychiatric disorder,psychiatric disorders
11443,psychiatric evaluation,psychiatric evaluation
15362,psychiatric inpatient,psychiatric inpatients
11444,psychiatric outcome,psychiatric outcomes
14236,psychiatric sleep disorder,psychiatric sleep disorder
11445,psychiatric treatment,psychiatric treatment
11446,psychiatry,psychiatry
11447,psychic factors,psychic factors
14067,psychoacoustic,psychoacoustic
11448,psychoacoustic metrics,psychoacoustic metrics
15287,psychoacoustics,psychoacoustics
11449,psychoactive medicament,psychoactive medicaments
13991,psychoactive medication,psychoactive medications
11450,psychoanalysis,psychoanalysis
14600,psychogenic,psychogenic
11451,psychogenic nonepileptic seizures,psychogenic nonepileptic seizures
11451,psychogenic nonepileptic seizures,psychogenic non-epileptic seizures
11452,psycho-intellectual function,psycho-intellectual function
11453,psychologic factor,psychologic factors
11454,psychologic measure,psychologic measures
11455,psychological adjustment,psychological adjustment
11456,psychological assessment of sexual dysfunction,psychological assessment of sexual dysfunction
11457,psychological evaluation,psychological evaluation
11458,psychological factor,psychological factors
11459,psychological functioning,psychological functioning
11460,psychological health,psychological health
11461,psychological improvement with nasal conitnuous positive airway pressure,psychological improvement with ncpap
11462,psychological model,psychological models
11463,psychological stress,psychological stress
11464,psychological symptom,psychological symptoms
11465,psychological test,psychological tests
11466,psychology,psychology
11467,psychometric propensity,psychometric propensities
14274,psychometric property,psychometric properties
14274,psychometric property,psychometric property
11468,psychometric test,psychometric tests
11469,psychometrics,psychometrics
11470,psychometry,psychometry
14134,psychomotor performance,psychomotor performance
14769,psychomotor retardation,psychomotor retardation
11471,psychomotor vigilance task,psychomotor vigilance task
11472,psychomotor vigilance test,psychomotor vigilance test
14571,psychoneuroimmunology,psychoneuroimmunology
11473,psychopathology,psychopathology
11474,psychophysics,psychophysics
15585,psychophysiologic,psychophysiologic
11475,psychophysiological insomnia,psychophysiological insomnia
11476,psychophysiology,psychophysiology
11477,psychosis,psychosis
11478,psychosocial effect,psychosocial effects
11479,psychosocial impact,psychosocial impact
11480,psychosocial outcome,psychosocial out comes
14671,psychosomatic disorder,psychosomatic disorder
11481,psychostimulant,psychostimulant
11481,psychostimulant,psychostimulants
11482,psychotherapy,psychotherapy
11483,psychotic symptom,psychotic symptoms
11484,ptcco 2 during sleep,ptcco 2 during sleep
11485,ptccoinf2/inf,ptccoinf2/inf
11486,pterygoid hamulus,pterygoid hamulus
11487,pterygoid muscle,pterygoid muscles
11488,pterygomandibular raphe,pterygomandibular raphe
11489,ptosis,ptosis
15450,ptyalism,ptyalism
14655,ptyalism gravidarum,ptyalism gravidarum
11491,puberty,puberty
11492,public aid insurance,public aid insurance
11493,public health,public health
11494,public health informatics,public health informatics
11495,public health service,public health services
11496,public policy,public policy
11497,public transport driver,public transport drivers
11498,public transportation,public transportation
11499,puerperal woman sleep apnea,puerperal woman sleep apnoea
14702,puerto rico,puerto rico
11500,pulmonary,pulmonary
11501,pulmonary alveoli,pulmonary alveoli
11502,pulmonary arterial hypertension,pulmonary arterial hypertension
11503,pulmonary arterial pressure,pulmonary arterial pressure
11504,pulmonary arterial remodeling,pulmonary arterial remodeling
11505,pulmonary artery,pulmonary arteries
11505,pulmonary artery,pulmonary artery
11506,pulmonary artery hypertension,pulmonary artery hypertension
11507,pulmonary artery pressure,pulmonary artery pressure
15256,pulmonary artery wedge pressure,pulmonary artery wedge pressure
15222,pulmonary capillary wedge pressure,pcwp
11508,pulmonary care,pulmonary care
14119,pulmonary circulation,pulmonary circulation
11509,pulmonary complication,pulmonary complications
15252,pulmonary congestion,pulmonary congestion
11510,pulmonary diffusing capacity,pulmonary diffusing capacity
11511,pulmonary disease,pulmonary disease
11511,pulmonary disease,pulmonary diseases
11512,pulmonary edema,pulmonary edema
11513,pulmonary elastin,pulmonary elastin
11514,pulmonary embolism,pulmonary embolism
11515,pulmonary embolus,pulmonary embolus
14265,pulmonary enema,pulmonary enema
11516,pulmonary epidemiology,pulmonary epidemiology
11517,pulmonary fibrosis,pulmonary fibrosis
14926,pulmonary function,pulmonary function
15577,pulmonary function defect,pulmonary function defect
11518,pulmonary function in obesity,pulmonary function in obesity
15543,pulmonary function test,pulmonary function test
15543,pulmonary function test,pulmonary function testing
15543,pulmonary function test,pulmonary function tests
11519,pulmonary gas exchange,pulmonary gas exchange
14094,pulmonary haemodynamics,pulmonary haemodynamics
11520,pulmonary heart disease,pulmonary heart disease
