S,D,art_year,art_id
practice guidelines,snoring,1996,103165
narcotics,sleep,1996,103621
abnormalities,magnetic resonance,1996,97323
fibrous dysplasia,nasalcheek flap,1996,103149
mortality,sleep apnea,1996,103109
morning alertness,obstructive sleep apnea syndrome,1996,98654
fetal outcome,women,1996,103154
sleep apnoeahypopnoea syndrome,sleep hypoxaemia,1996,103387
epidemiology,hyperthyroidism,1996,102870
high altitude,periodic breathing,1996,103420
neuromuscular transmission failure,resistive load,1996,103093
polygraphic sleep study,videorecording,1996,103039
nasal cpap,periodic leg movements,1996,102925
magnetic resonance,rapid imaging,1996,97323
adolescent,normative,1996,103320
local anesthesia,sleep apnea,1996,103340
natural history,sleep apnea,1996,103109
endstage renal disease,periodic leg movement syndrome,1996,103391
hyperoxia,inspirate,1996,97335
maxillofacial surgery,obstructive sleep apneoa,1996,102845
sleep,ventilation,1996,103371
hypoxia,sudden infant death hypoxia,1996,103629
accidents,anaesthetic techniques,1996,102859
obstructive sleep apnea syndrome,uvulopalatopharyngoplasty,1996,102901
muscle overuse syndrome,pharyngeal muscles,1996,97327
accidents,regional epidural,1996,102859
breathing patterns,sleep quality,1996,103105
pharynx,upper airway mechanoreceptors,1996,97321
expiration reflex,wakefulness,1996,103592
obstructive sleep apnea,supraglottic papilloma,1996,103388
pulseoxymetry,sleep apnea syndrome,1996,102924
sleepdisordered breathing,static charge sensitive bed,1996,103044
nasalcpap,obstructive sleep apnea syndrome,1996,103609
narcotics,surgery,1996,103621
nasal cpap,obstructive sleep apnea,1996,103123
automobile accidents,driving,1996,102885
ischaemia,neuromuscular relaxants,1996,102859
surgery,uvulopalatopharyngoplasty,1996,103162
sleep apnea,very low frequency component,1996,103602
adenoids,waldeyer ring,1996,103411
meta analysis,pharynx,1996,103162
sleep apnoae,subjective sleepiness,1996,103132
reactivity,systolic time intervals,1996,103163
femoral,neuromuscular relaxants,1996,102859
education,maturation,1996,98656
nasal continuous positive airway pressure,therapy,1996,103136
carpal tunnel syndrome,insomnia,1996,103074
hypoxia,nearinfrared,1996,103155
obstructive sleep apnoea,oximetry,1996,103386
upper airway receptors,ventilation,1996,103148
nasalcpap,upper airway surgery,1996,103609
methylxanthines,pharyngeal muscle,1996,103369
pharyngeal muscle,sternohyoid muscle,1996,103040
multiple sclerosis,ondine curse,1996,103336
sphincter pharyngoplasty obstructive sleep apnea,velopharyngeal,1996,103120
night terrors,obstructive sleep apnea,1996,103021
continuous positive airway pressure,sleep position,1996,102857
nasal cpap,sleepdisordered breathing,1996,102925
aspiration,wakefulness,1996,103592
benzodiazepine antagonist,endogenous benzodiazepines,1996,103564
ambulatory blood pressure monitoring,obstructive sleep apnea,1996,102869
hypersomnolence,sleep latency,1996,103166
upper airway receptors,ventilation,1996,97340
sleep apnea syndromes,tracheotomy,1996,103162
hypoxia,postoperative,1996,103045
obesity hypoventilation syndrome,vertical banded gastroplasty,1996,102930
human,sleep,1996,103371
electromyography,sleep apnoea,1996,103170
breathing patterns,multiple pregnancy,1996,103105
endothelium,hypoxia,1996,103106
tongue displacement,video xray fluoroscopy,1996,97338
myasthenia gravis,sleep apnea,1996,103631
remsleep,sleep apnea,1996,103631
achondroplasia,chest circumference,1996,98808
obstructive sleep apnea,snoring,1996,102858
intravenous propofol,measurement techniques magnetic resonance imaging,1996,103372
theophylline,upper airway,1996,103369
movement,respiration,1996,103567
arousal,autonomic nervous system,1996,103107
hypertension,nasal cpap,1996,102881
chemoreceptors,inspirate,1996,97335
obstructive sleep apnea,sleep disturbance,1996,102858
videofluoroscopy,waldeyer ring,1996,103411
hypercapnia,hyperoxia,1996,97335
sleepdisordered breathing,upper airway muscles,1996,97340
optifastprogram,polysomnography,1996,103619
pierre robin sequence,sphincter pharyngoplasty obstructive sleep apnea,1996,103120
catecholamines,obesity,1996,102896
obstructive sleep apnea syndrome,ultralowfield magnetic resonance imaging,1996,103050
cahs  central alveolar hypoventilation syndrome,infants,1996,103013
development,sleep,1996,103629
hypoxia,sleep apnoea,1996,103106
adrenocorticotropic hormone,sleep apnea,1996,103311
color density spectral array,nasal continuous positive airway pressure,1996,103368
adenotonsillectomy,children,1996,103324
animal model,sleep fragmentation,1996,102862
obesity,respiratory disturbance index,1996,103156
moderate osa,snoring,1996,102876
digital fluoroscopy,snoring,1996,103594
obesity,treatment,1996,103164
antihypertensives,sleep disordered breathing,1996,103156
megadolichovertebrobasilar anomaly,polysommnography,1996,103004
intrauterine growth retardation,normal newborn infants,1996,103314
arousals,sleep fragmentation,1996,102862
polysomnography,sleeprelated breathing disorders,1996,102900
lingual nerve,sleep apnea,1996,103127
adenotonsillar hypertrophy,obstructive sleep apnoea syndrome,1996,103039
morbid obesity,weight loss,1996,102930
mr imaging,polysomnography,1996,97320
hypoxia,repetitive hypoxia,1996,103629
obstructive sleep apnoea,upper airway imaging,1996,103565
coronary heart disease,myocardial infarction,1996,103108
comparative studies,pharynx,1996,97323
airway,uvulopalatopharyngoplasty,1996,103162
isolated upper airway,obstructive sleep apnea,1996,103145
accidents,sleepdisordered breathing,1996,103289
proband sampling,random effects,1996,103335
body mass index,sleep apnea,1996,103156
morning alertness,sleep disturbances,1996,98654
airway,hypoglossus nerve,1996,103115
laser surgery,snoring,1996,103160
muscular release,pierre robin sequence,1996,103025
sleep,sleepstate,1996,103559
blood pressure,weight loss,1996,102881
airway obstruction,tonsillectomy,1996,103339
eeg topography,frequency analysis,1996,103126
anesthetics,narcotics,1996,103621
cheynestokes respiration,heart failure,1996,103073
cleft palate,waldeyer ring,1996,103411
oxygen,saturation,1996,103290
eucarbia,sympathetic nervous system,1996,97325
soft palate muscles,upper airway,1996,103585
polysomnography,surgery,1996,103165
diagnostic,polygraphie recording,1996,102915
mammals,simulated,1996,103420
sleep apnea,stridor,1996,103292
obstructive sleep apnea,septoplasty,1996,103015
bariatric surgery,treatment,1996,103164
atrial fibrillation,coronary bypass surgery,1996,103042
diazepam,sleep nasendoscopy,1996,102918
development,mammals,1996,103629
limited computerized diagnostic system,polysomnography,1996,103007
mandibular advancement,obesity,1996,102883
men,snoring,1996,102858
nasal cpap,stimulants,1996,102925
arousal,obstructive sleep apnea syndrome,1996,103107
craniofacial abnormalities,dental appliances,1996,102845
obstructive sleep apnea,supraventricular tachycardia,1996,102844
normal newborn infants,smallforgestational age,1996,103314
daytime sleepiness,snoring,1996,103036
continuous positive airway pressure,sleep apnea syndrome,1996,103119
high altitude,simulated,1996,103420
blood pressure,sleeprelated breathing disorders,1996,102900
blood pressure,continuous positive airway pressure,1996,103603
nasal mask,sleep,1996,103068
diaphragm,muscle contraction,1996,103369
fibromyalgia,sleep disorders,1996,125184
autoset,polysomnography,1996,103587
abnormal pharyngeal anatomy,surgery,1996,102857
sleep apnea syndromes,tonsillectomy,1996,103339
hypertension,vasoconstriction,1996,103360
adenoidectomy,tonsillectomy,1996,103337
arousal,brain perfusion,1996,102895
ncpap,obstructive sleep apnea syndrome,1996,103588
personal computer,tracheal sound,1996,103572
muscle overuse syndrome,pharyngeal muscles,1996,103576
anesthetics,surgery,1996,103621
congenital central hypoventilation syndrome,hirschsprung disease,1996,103094
methylxanthines,upper airway,1996,103369
central fatigue,peripheral diaphragm fatigue,1996,97332
obesity,ventricular dysfunction,1996,103135
gastric bypass,morbid obesity,1996,102926
abnormal pharyngeal anatomy,sleep apnea,1996,102857
nasal cpap,weight loss,1996,102881
snoring,upper airways,1996,103038
sleep,sleep disorders,1996,102952
polysomnography,tonsillectomy,1996,103621
obstructive sleep apnea,pulse oximeter,1996,102916
electroencephalogram,sleep,1996,102999
chemoreceptors,hyperoxia,1996,103114
electrical stimulation,hypoglossus,1996,97329
sleep apnoeahypopnoea,upper airway size,1996,103349
gastric bypass,sleep apnea,1996,102926
sleep apnea syndrome,sleep disorders,1996,103165
methysergide,sleep apnea,1996,103127
adenotonsillar hypertrophy,videorecording,1996,103039
sleepdisordered breathing,upper airway receptors,1996,103148
obstructive sleep apnoea,sleep deprivation,1996,98807
compliance,obstructive sleep apnoea syndrome,1996,103136
cephalometrics,sleep,1996,103320
normotensive wistarkyoto rats,spontaneous apneas,1996,103172
esophageal atresia,obstructive apnea,1996,102948
muscle contraction,theophylline,1996,103369
rapid imaging,sleep apnea,1996,97323
aqueous flow,circadian rhythm,1996,103312
laseruvulopalatoplasty,uvulopalatopharyngoplasty,1996,103340
altitude,nocturnal periodic breathing,1996,103420
abnormalities,comparative studies,1996,97323
hypoxaemia,pulmonary hypertension,1996,103135
npsulfophenyladenosine,peripheral chemoreceptors,1996,97343
obstructive sleep apnoea,snoring,1996,103565
pharynx,pleural pressure,1996,102917
snoring,upper airway resistance syndrome,1996,102868
rehabilitation,sleep apnea syndromes,1996,103370
sleep apnea,upper,1996,103115
jaw position,spirometry,1996,103099
sleepdisordered breathing,somnambulism,1996,103021
high altitude,nocturnal periodic breathing,1996,103420
muscle remodeling,obstructive sleep apnea,1996,103586
arousal,hypertension,1996,103157
sleep disorders,snoring,1996,103165
coronary occlusion,heart,1996,103342
actigraphics,electroencephalogram,1996,102999
children,snoring,1996,103122
development,sudden infant death hypoxia,1996,103629
pulmonary hemodynamics,sleep apnea syndrome,1996,102905
blood pressure measurement,sleep apnea,1996,102889
forced inspiratory airflow,posture,1996,103099
hypoxia,repetitive vs continuous,1996,103629
obstructive sleep apnea syndrome,upper airway surgery,1996,103609
daytime sleepiness,insomnia,1996,103612
eeg topography,sleep apneas,1996,103126
practice guidelines,surgery,1996,103165
blood pressure dip,obstructive sleep apnea,1996,103605
human skeletal muscle,metabolic profile,1996,103112
electromyography,palatopharyngeus,1996,103170
muscle contraction,pharyngeal muscle,1996,103369
ventricular arrhythmias,ventricular late potentials,1996,102848
control of breathing,sleep,1996,103371
hypertension,obstructive sleep apnoea,1996,103079
hereditary motor and sensory neuropathy type i,sleep associated respiratory disorder,1996,103562
hypercarbia,hypoxemia,1996,103140
adrenaline,noradrenaline,1996,102865
cpap,sleep deprivation,1996,103151
reflex apnoea,sudden infant death syndrome,1996,103598
hypoxia,mammals,1996,103629
congenital central hypoventilation syndrome,polygraphic recordings,1996,103033
reactivity,sleep apnea,1996,103163
unattended device,validation study,1996,103069
pulmonary artery wedge pressure,sleep,1996,103360
intracranial bleeding,neonates,1996,103117
insomnia,tiredness,1996,103612
obstructive sleep apnea,somnambulism,1996,103021
obstructive sleep apnea syndrome,randomized clinical study,1996,103609
positivepressure respiration,weight loss,1996,103379
glutamate antagonist,obstructive sleep apnea,1996,102863
hemodialysis,sleep,1996,103391
diabetes,sleep apnea syndrome,1996,103580
metabolic profile,muscle fatigue,1996,125187
epidemiology,men,1996,102858
muscle overuse syndrome,sleepdisordered breathing,1996,103576
apneahypopnea index,autotitration,1996,102909
sudden infant death,sudden infant death hypoxia,1996,103629
femoral,ischaemia,1996,102859
hypertension,pulmonary veins,1996,103360
critical pressure,sleep apnea hypopnea,1996,97339
mueller maneuver,upper airway obstruction,1996,103082
airway tube,septoplasty,1996,103045
mutation detection,ret receptor tyrosine kinase,1996,103094
obstructive sleep apnoea,snoring,1996,103567
respiratory muscle,sleep associated respiratory disorder,1996,103562
diaphragm,upper airway,1996,103369
haemoglobin,saturation,1996,103290
intracranial bleeding,o tension,1996,103117
hirschsprung disease,mutation detection,1996,98660
obstructive sleep apnea,position,1996,103616
diffuse idiopathic skeletal hyperostosis,obstructive sleep apnoea,1996,103134
coronary artery disease,spectral analysis,1996,103406
nasal continuous airway pressure,plasma volume,1996,102996
velopharyngeal,velopharyngeal dysfunction,1996,103120
pharmacological treatment,sleeping position,1996,102876
objective measurement,subjective perception,1996,103414
airway dilator muscle,hypoglossus nerve,1996,103115
myotonic dystrophy,ventilatory response,1996,103002
arteries,caudal,1996,102859
sleeping position,surgery,1996,102876
electromyography,tongue displacement,1996,97338
brain stem,cervical spinal cord,1996,103577
nasal continuous positive airway pressure,obstructive sleep apnoea,1996,103135
piglets,repetitive vs continuous,1996,103629
sleepdisordered breathing,sleeping position,1996,102925
pulse transit time,sleep monitoring,1996,102900
sleep,sleep apnoea,1996,103038
morbid obesity,pulmonary hypertension,1996,103140
hypercapnia,hypoxia,1996,103114
central apnea,sleep,1996,103371
sleep apnea,superior laryngeal nerve,1996,103127
eeg,sleep,1996,97341
cleft palate,velopharyngeal valve,1996,103411
children,polysmnography,1996,103321
continuous positive airway pressure,upper airway size,1996,103349
flow limitation,sleep,1996,103038
normal values,oxyhemoglobin saturation,1996,102916
respiratory failure,sleep apnea,1996,103397
brain,hypoxia,1996,103155
cpap,dental device,1996,103100
adenotensillectomy,snoring,1996,103416
nasal continuous airway pressure,obstructive sleep apnoea,1996,102996
apnea,sleep,1996,103360
periodic breathing,respiratory pattern,1996,103143
aspergillus fumigatus,uvulopalatopharyngoplasty,1996,102894
compliance,sleep apnea,1996,102898
anoxia,eucarbia,1996,103026
sleep,sleep apnea syndromes,1996,102893
movement,sleep,1996,103074
functional status,sleepiness,1996,103037
snoring,soft,1996,103160
pharyngeal and esophageal pressure measurement,polysomnography,1996,103589
cephalometric,uvulopalatopharyngoplasty,1996,102901
congenital,hypertension,1996,103360
cognitive functions,compliance,1996,102898
inertial effects on respiratory control,sleep apnea,1996,102929
obstructive sleep apnea,pediatric intensive care unit,1996,103621
maturation,medical concerns,1996,98656
apnea,sleep,1996,98809
mutation detection,ret receptor tyrosine kinase,1996,98660
muscle contraction,rat,1996,103369
adolescence,down syndrome,1996,98656
nonrapideyemovement sleep,sympathetic nervous system,1996,97337
surgery,therapy,1996,103165
body position,sleep apnea,1996,102908
hypoglossus,upper airway,1996,103624
lungs,pulmonary veins,1996,103360
coronary afterdisease,systemic hypertension,1996,103011
medical economics,sleep,1996,102855
central apnea,sleep,1996,103371
multiple sleep latency test,polysomnogram,1996,103166
apnea,sleep apnea,1996,103397
periodic limb movements,sleep,1996,98809
microneurography,sympathetic nervous system,1996,103382
baroreceptors,hypertension,1996,103023
airway,upper,1996,103115
home ventilation,pulmonary function,1996,103000
accidents,sleepiness,1996,103289
hypoxia,piglets,1996,103629
children,obstructive sleep apnea,1996,103626
coronary artery disease,nocturnal hypoxemia,1996,103316
electroencephalogram,respiratory pattern,1996,97336
sleep monitoring,sleeprelated breathing disorders,1996,102900
muscle overuse syndrome,t relaxation time,1996,97327
blood pressure,hypertension,1996,102889
repetitive hypoxia,sleep,1996,103629
hemoglobin,sleep apnea,1996,103155
stress,systolic time intervals,1996,103163
airway collapsibility,sleep apnoea,1996,103594
cor pulmonale,lungs,1996,103360
children,snoring,1996,103039
pathophysiology,snoring,1996,103565
compliance,continuous positive airway pressure,1996,102888
pulmonary artery wedge pressure,pulmonary veins,1996,103360
hyperoxia,hypoxia,1996,97335
diabetes,heart rate variability,1996,103580
adenosine a receptors,sleep apneas,1996,103363
mammals,repetitive hypoxia,1996,103629
cardiac arrhythmia,myocardial infarction,1996,103108
cognitive functions,treatment,1996,102898
hard palate,obstructive sleep apnea,1996,102998
exercise,ventilation,1996,102944
chronic hypoxemia,sleep apnea syndrome,1996,102905
hypoventilation,platybasia,1996,103578
chemoreceptor,microneurography,1996,103382
oxygen saturation,sleep disordered breathing,1996,102924
eucarbia,hypoxemia,1996,103026
pharynx,rapid imaging,1996,97323
cortisol,cpap,1996,103311
pharynx,styloglossus,1996,97329
polysomnography,sleep,1996,102916
body mass index,sleep,1996,103319
pharynx,surgery,1996,103162
pressure oscillations,soft palate muscles,1996,103585
shydrager syndrome,snoring,1996,103078
blood pressure,respiratory disturbance index,1996,103156
soft,uvula,1996,103160
electromyography,levator palatini,1996,103170
congenital,pulmonary artery wedge pressure,1996,103360
mammals,sleep,1996,103420
hypoglossus nerve,upper,1996,103115
airway obstruction,osas,1996,102931
central fatigue,resistive load,1996,103093
mandibular advancement,pharynx upper airway muscles,1996,102883
blood pressure,obstructive sleep apnoea,1996,102996
surgery,uvula,1996,103162
arousal,sympathetic nervous system,1996,97337
adenosine a receptors,peripheral chemoreceptors,1996,97343
adenoidectomy,obesity,1996,103337
anesthesia arterial blood pressure,baroreflex,1996,103419
cyanotic attacks,oxygen breathing test,1996,102948
apnea,pulmonary edema,1996,103360
airway tube,nasal pack,1996,103045
oral appliances,surgery,1996,102857
sleep,surgery,1996,103621
snoring,traffic accidents,1996,103132
periodic breathing,respiratory pattern,1996,97336
apnea,coughing,1996,103592
electroencephalogram,sleep disorders,1996,103064
cpap,epilepsy,1996,98807
apnea prolongation,reciprocal inhibition of respiratory motor output,1996,102929
arnold chiari malformation,respiratory failure,1996,103578
polysomnography,practice guidelines,1996,103162
arrhythmias,heart failure,1996,103073
ambulatory blood pressure monitoring,ncpaptherapy,1996,102869
sexual dysfunction,sleepdisordered breathing,1996,103034
coronary occlusion,ischaemia,1996,103342
obstructive sleep apnea,tongue displacement,1996,103145
apneahypopnea index,obstructive sleep apnea syndrome,1996,102909
anaesthetic techniques,atracurium,1996,102859
airway,sleep apnea,1996,103115
circadian rhythm,human eye,1996,103312
polysomnography,surgery,1996,103162
aqueous flow,lid closure,1996,103312
hyoid myotomy and suspension,uvulopalatopharyngoplasty,1996,103035
heart failure,left ventricle,1996,103018
nasal obstruction,young adult,1996,103319
polysomnography,postoperative pain,1996,103001
obstructive sleep apnoea,respiration,1996,103567
human eye,sleep apnea,1996,103312
electrical stimulation,hypoglossus,1996,103624
ondine curse,sleep apnoea,1996,103161
difficult laryngoscopy,roentgenogram,1996,102901
repetitive hypoxia,sudden infant death hypoxia,1996,103629
hypoxia,morning alertness,1996,102856
septoplasty,unilateral cleft lip and palate,1996,103015
adolescent,cephalometrics,1996,103320
respiratory insufficiency,vertical banded gastroplasty,1996,102930
esophageal pressure,morbid obesity,1996,103140
nasendoscopy,velopharyngeal insufficiency,1996,103411
cervical spinal cord,children,1996,103577
screening,sleep apnea syndrome,1996,103618
credentialing,hypopnea,1996,102880
hypoxia,ischaemia,1996,103342
blood pressure dip,hour blood pressure,1996,103605
septal deviation,unilateral cleft lip and palate,1996,103015
continuous positive airway pressure,tracheostomy,1996,103134
noradrenaline,obstructive sleep apnea,1996,102865
continuous positive airway pressure,obstructive sleep apnoea,1996,103134
cephalometric,difficult laryngoscopy,1996,102901
reciprocal inhibition of respiratory motor output,sleep apnea,1996,102929
moderate osa,sleeping position,1996,102876
actigraphics,arousal,1996,102999
fatigue,tiredness,1996,103138
blood pressure dip,circadian rhythm,1996,103605
cardiac failure,transplantation,1996,102872
postoperative pain,snoring,1996,103001
hypothyroidism,polysomnography,1996,102870
arousal,upper airway mechanoreceptors,1996,97321
neuropsychological function,obstructive sleep apnea syndrome,1996,98654
snoring,subjective perception,1996,103414
airway dilator muscle,sleep apnea,1996,103115
mesamiv,sleep apnea syndrome,1996,103580
daytime somnolence,drug treatment,1996,102925
stridor,vocal cord paralysis,1996,103313
carpal tunnel syndrome,nerve conduction,1996,103074
men,sleep disturbance,1996,102858
cardiovascular disease,daytime sleepiness,1996,103036
comparative studies,magnetic resonance,1996,97323
obstructive sleep apnea,tonsillectomy,1996,103621
respiratory muscle,upper airway,1996,103369
cephalometric,obstructive sleep apnea syndrome,1996,102901
coronary artery disease,heart rate,1996,103406
electrical stimulation,upper airway,1996,97329
palatopharyngeus,sleep apnoea,1996,103170
airway dilator muscle,electrical stimulation,1996,103115
metabolic profile,muscle fatigue,1996,103112
body position,computer analysis,1996,102908
sleep apnea,sleep disordered breathing,1996,103156
hemodialysis,sleep apnea,1996,103391
sleep apnea syndrome,weight loss,1996,102930
anesthesia arterial blood pressure,cardiovascular hypertension,1996,103419
electroencephalogram,periodic breathing,1996,97336
hypercapnia,hypertension,1996,103023
nocturnal hypoxaemia,sleep apnoea,1996,103042
pulmonary function,tonsillectomy,1996,103337
control of breathing,nocturnal periodic breathing,1996,103420
electrical stimulation,pharynx,1996,97329
altitude,control of breathing,1996,103420
control of breathing,sleep,1996,103371
obstructive sleep apnea,sleep,1996,103382
tracheotomy,uvula,1996,103162
moderate osa,oral appliances,1996,102876
pharynx upper airway muscles,uvulopalatopharyngoplasty,1996,102883
pulmonary,pulmonary edema,1996,103360
apnea,hypertension,1996,103360
pain,snoring,1996,103340
pharynx,polysomnography,1996,102887
sleep apnea syndrome,uvulopalatopharyngoplasty,1996,102883
airway,electrical stimulation,1996,103115
ambulatory blood pressure monitoring,hypertension,1996,102869
obstructive sleep apnea,oxygen monitoring,1996,103367
pharyngeal muscle,rat,1996,103369
obstructive sleep apnea,video xray fluoroscopy,1996,103145
nasendoscopy,tonsils,1996,103411
pulse oximetry,sleep studies,1996,103367
sleep apnea,upper airway patency,1996,102857
humans,nocturnal periodic breathing,1996,103420
lungs,pulmonary artery wedge pressure,1996,103360
development,piglets,1996,103629
endstage renal disease,sleep,1996,103391
arousal,sleep apnea,1996,103098
arrhythmias,sleep,1996,103073
airway tube,hypoxia,1996,103045
stridor,vocal cord paralysis,1996,103292
sexual dysfunction,sleep apnea,1996,103034
ambulatory blood pressure,parkinson disease,1996,102872
airway,obstructive,1996,103115
cephalometrics,normative,1996,103320
surgery,upper airway resistance syndrome,1996,102868
airway,surgery,1996,103162
blood pressure dip,hypertension,1996,103605
heart,hypoxia,1996,103342
pharynx,pleural pressure,1996,97321
obstructive,sleep apnea,1996,103115
eeg,sleep apnea syndrome,1996,103368
arousals,sleep apnea,1996,102862
pulmonary hypertension,right ventricular function,1996,103140
continuous positive airway pressure,obstructive sleep apnea,1996,102888
body mass index,snoring,1996,103565
apnea,neuromuscular transmission failure,1996,97332
pharynx,sleep studies,1996,103075
electroencephalogram,sleepdisordered breathing,1996,103143
pressure oscillations,soft palate muscles,1996,97328
sleep apnea,uvulopalatopharyngoplasty,1996,103340
normotensive wistarkyoto rats,spontaneously hypertensive rats,1996,103172
drug treatment,periodic leg movements,1996,102925
cpap titration,obstructive sleep apnea syndrome,1996,103590
nasal cpap,treatment,1996,102898
anesthetics,children,1996,103621
periodic breathing,upper airway resistance,1996,103143
apnea,pulmonary,1996,103360
snoring,soft palate muscles,1996,97328
daytime polysomnography,screening,1996,103618
cephalometry,distance and angle in cephalometry,1996,103104
continuous positive airway pressure,obstructive sleep apnoea,1996,103009
color density spectral array,sleep,1996,103368
heart rate,obstructive sleep apnoea syndrome,1996,103288
reciprocal inhibition of respiratory motor output,shortterm potentiation of ventilation,1996,102929
arousal,transcranial doppler ultrasonography,1996,102895
blood pressure,sleep apnea syndromes,1996,103603
neuromuscular disorders,nocturnal hypoventilation,1996,102886
nasal continuous positive airway pressure,surveillance of nasal continuous positive airway pressure use,1996,103008
arousal,computer analysis,1996,103110
snoring,therapy,1996,103165
sleep histories,sleep problems,1996,102947
home mechanical ventilation,ventilatory response,1996,103004
sleep apnea,stress,1996,103163
cpap,obstructive sleep apnoea,1996,98807
negative pressure ventilation,sleep apnoea,1996,103161
circadian rhythm,hour blood pressure,1996,103605
nasalcheek flap,ollier disease,1996,103149
myoclonus,sleepiness,1996,103129
geriatric patients,sleep disordered breathing,1996,102924
mammals,piglets,1996,103629
flow limitation,upper airway,1996,102874
autonomic nervous system,obstructive sleep apnoea syndrome,1996,103041
heart rate,monitoring,1996,103288
autonomic nervous system,obstructive sleep apnea syndrome,1996,103107
hypercapnia,hypoxia,1996,97335
nasal obstruction,sleep,1996,103319
snoring,uvulopalatopharyngoplasty,1996,102880
hypoglossus,styloglossus,1996,103624
hemoglobin,spectrophotometry,1996,103155
caudal,complications,1996,102859
baep  brainstem auditory evoked potentials,ondine syndrome,1996,103013
nasal continuous positive airway pressure,sleepdisordered breathing,1996,103289
reciprocal inhibition of respiratory motor output,sleepinduced apnea thresholds,1996,102929
hypoxia,spectrophotometry,1996,103155
chemoreceptors,hypertension,1996,103023
atracurium,ischaemia,1996,102859
sleep disorders,therapy,1996,103165
polysomnography,sleep studies,1996,103007
age,respiratory disturbance index,1996,103156
nocturnal periodic breathing,simulated,1996,103420
humans,mammals,1996,103420
brain perfusion,transcranial doppler ultrasonography,1996,102895
maxillofacial surgery,upper airway,1996,102845
obstructive sleep apnea,upper airway obstruction,1996,103419
ambulatory blood pressure,transplantation,1996,102872
congenital,cor pulmonale,1996,103360
gastric bypass surgery,morbid obesity,1996,103140
insomnia,sleep,1996,103351
normotensive wistarkyoto rats,postsigh apneas,1996,103172
hypertension,reactivity,1996,103163
neuropsychological function,obstructive sleep apnea syndrome,1996,102856
movement,static charge sensitive bed,1996,103567
age,blood pressure,1996,103156
down syndrome,vocational activities,1996,102945
snoring,sound spectrography,1996,103121
maintenance of wakefulness test,treatment,1996,102890
oximetry,sleep apneas,1996,103126
chemoreceptors,hypercapnia,1996,103114
hypoglossus,upper airway,1996,97329
upper airway muscles,ventilation,1996,103148
cheynestokes respiration,oxygen,1996,103073
parkinson disease,sleep apnoea syndrome,1996,102872
oral appliances,pharmacological treatment,1996,102876
nasal continuous positive airway pressure,pulmonary hypertension,1996,103135
pharynx,ultralowfield magnetic resonance imaging,1996,103050
serotonin,superior laryngeal nerve,1996,103127
adolescent,apnea,1996,103319
aging,perceived health,1996,103351
apnea of prematurity,appropriate for gestational age,1996,103167
night terrors,somnambulism,1996,103021
anaesthetic techniques,ischaemia,1996,102859
apnea,theophylline,1996,103369
polysomnography,snoring,1996,103001
polysomnography,practice guidelines,1996,103165
vertical banded gastroplasty,weight loss,1996,102930
impotence,sexual dysfunction,1996,103034
neuropsychological function,sleep disturbances,1996,98654
tongue displacement,video xray fluoroscopy,1996,103145
nasalcpap,randomized clinical study,1996,103609
comparative studies,sleep apnea,1996,97323
excessive daytime somnolence,snoring,1996,103351
complications,ischaemia,1996,102859
monitoring,obstructive sleep apnoea syndrome,1996,103288
continuous positive airway pressure,pharyngeal lymphoma,1996,102864
sleep apnea syndrome,surgery,1996,103165
primary care,sleep disorders,1996,103356
central fatigue,resistive load,1996,97332
anoxia,hypoxemia,1996,97325
apnea,upper airway,1996,103369
piglets,repetitive hypoxia,1996,103629
hypoxia,sleep,1996,103629
diabetes mellitus,gastroesophageal reflux,1996,102926
airway,sleep apnea syndromes,1996,103162
down syndrome,medical concerns,1996,102945
diabetes,transplantation,1996,102872
high altitude,mammals,1996,103420
pharynx,upper airway,1996,97329
maxillomandibular surgery,sleep apnea,1996,103297
color density spectral array,sleep apnea syndrome,1996,103368
achondroplasia,growth curves,1996,98808
arousal,nonrapideyemovement sleep,1996,103144
pharmacological treatment,weight loss,1996,102876
abnormalities,pharynx,1996,97323
respiratory disturbance index,sleep disordered breathing,1996,103156
nearinfrared,sleep apnea,1996,103155
control of breathing,hypocapnia,1996,103371
monitoring,oxygen,1996,103288
compliance,treatment,1996,102898
body mass index,cephalometrics,1996,103320
electromyography,video xray fluoroscopy,1996,97338
hypersomnolence,polysomnogram,1996,103166
alcohol,autoset,1996,103009
laseruvulopalatoplasty,snoring,1996,103340
heart rate,snoring,1996,103288
blood pressure,hypertension,1996,103156
hypoxaemia,obstructive sleep apnoea,1996,103079
pierre robin sequence,velopharyngeal,1996,103120
age,sleep disordered breathing,1996,103156
bariatric surgery,weight loss,1996,103164
sleep,ventilation,1996,103371
cleft palate,tonsils,1996,103411
mechanical,sleep,1996,103371
heart rate variability,mesamiv,1996,103580
pleural pressure,tetracaine,1996,102917
cerebral hypoxemia,oximetry,1996,103126
mammals,nrem,1996,103371
body mass index,sleep,1996,103320
adenotonsillectomy,obstructive sleep apnea,1996,103621
uvulopalatal flap,uvulopalatopharyngoplasty,1996,103035
nocturnal periodic breathing,sleep,1996,103420
apnea,sleep hiccups,1996,103128
children,sleep studies,1996,103367
education,vocational activities,1996,98656
animal model,sleep apnea,1996,102862
fetal outcome,snoring,1996,103154
mr imaging,sleep apnea,1996,97320
apnea prolongation,inertial effects on respiratory control,1996,102929
adenotonsillectomy,polysomnography,1996,103621
oral appliances,weight loss,1996,102876
congenital central alveolar hypoventilation,gastroesophageal reflux,1996,102927
